"","Position","AUC"
"1149",1198,0.99364406779661
"1150",1199,0.993534482758621
"1151",1200,0.993534482758621
"1152",1201,0.993534482758621
"1153",1202,0.99364406779661
"1154",1203,0.99364406779661
"1155",1204,0.99364406779661
"1156",1205,1
"1157",1206,1
"1158",1207,1
"1159",1208,1
"1160",1209,1
"1161",1210,1
"1162",1211,1
"1163",1212,1
"1164",1213,1
"1165",1214,1
"1166",1215,1
"1167",1216,1
"1168",1217,1
"1169",1218,1
"1170",1219,1
"1171",1220,1
"1172",1221,1
"1173",1222,1
"1174",1223,1
"1175",1224,1
"1176",1225,1
"1177",1226,1
"1178",1227,1
"1179",1228,0.996825396825397
"1180",1229,0.996825396825397
"1181",1230,0.996774193548387
"1182",1231,0.99672131147541
"1183",1232,0.99672131147541
"1184",1233,0.996666666666667
"1185",1234,0.996666666666667
"1186",1235,0.996666666666667
"1187",1236,0.996610169491525
"1188",1237,0.996666666666667
"1189",1238,0.996666666666667
"1190",1239,0.99672131147541
"1191",1240,0.995967741935484
"1192",1241,0.989417989417989
"1193",1242,0.984126984126984
"1194",1243,0.96875
"1195",1244,NA
"1196",1245,NA
"1197",1246,NA
"1198",1247,NA
"1199",1248,NA
"1200",1249,NA
"1201",1250,NA
"1202",1251,NA
"1203",1252,NA
"1204",1253,NA
"1205",1254,NA
"1206",1255,NA
"1207",1256,NA
"1208",1257,NA
"1209",1258,NA
"1210",1259,NA
"1211",1260,NA
"1212",1261,NA
"1213",1262,NA
"1214",1263,NA
"1215",1264,NA
"1216",1265,NA
"1217",1266,NA
"1218",1267,NA
"1219",1268,NA
"1220",1269,NA
"1221",1270,NA
"1222",1271,NA
"1223",1272,NA
"1224",1273,NA
"1225",1274,NA
"1226",1275,NA
"1227",1276,NA
"1228",1277,NA
"1229",1278,NA
"1230",1279,NA
"1231",1280,NA
"1232",1281,NA
"1233",1282,NA
"1234",1283,NA
"1235",1284,NA
"1236",1285,NA
"1237",1286,NA
"1238",1287,NA
"1239",1288,NA
"1240",1289,NA
"1241",1290,NA
"1242",1291,NA
"1243",1292,NA
"1244",1293,NA
"1245",1294,NA
"1246",1295,NA
"1247",1296,NA
"1248",1297,NA
"1249",1298,NA
"1250",1299,NA
"1251",1300,NA
"1252",1301,NA
"1253",1302,NA
"1254",1303,NA
"1255",1304,NA
"1256",1305,NA
"1257",1306,NA
"1258",1307,NA
"1259",1308,NA
"1260",1309,NA
"1261",1310,NA
"1262",1311,NA
"1263",1312,NA
"1264",1313,NA
"1265",1314,NA
"1266",1315,NA
"1267",1316,NA
"1268",1317,NA
"1269",1318,0.647887323943662
"1270",1319,0.633802816901408
"1271",1320,0.628571428571429
"1272",1321,0.623188405797101
"1273",1322,0.623188405797101
"1274",1323,0.772058823529412
"1275",1324,0.77536231884058
"1276",1325,0.779411764705882
"1277",1326,0.800995024875622
"1278",1327,0.776119402985075
"1279",1328,0.784090909090909
"1280",1329,0.784615384615385
"1281",1330,0.772727272727273
"1282",1331,0.76865671641791
"1283",1332,0.765151515151515
"1284",1333,0.76865671641791
"1285",1334,0.75735294117647
"1286",1335,0.753731343283582
"1287",1336,0.75735294117647
"1288",1337,0.753731343283582
"1289",1338,0.761363636363636
"1290",1339,0.761363636363636
"1291",1340,0.757692307692308
"1292",1341,0.773076923076923
"1293",1342,0.776515151515152
"1294",1343,0.773076923076923
"1295",1344,0.76953125
"1296",1345,0.76953125
"1297",1346,0.765873015873016
"1298",1347,0.765873015873016
"1299",1348,0.765873015873016
"1300",1349,0.76953125
"1301",1350,0.765873015873016
"1302",1351,0.76984126984127
"1303",1352,0.76984126984127
"1304",1353,0.766129032258065
"1305",1354,0.762295081967213
"1306",1355,0.766129032258065
"1307",1356,0.766129032258065
"1308",1357,0.766129032258065
"1309",1358,0.766129032258065
"1310",1359,0.765873015873016
"1311",1360,0.76953125
"1312",1361,0.76953125
"1313",1362,0.76953125
"1314",1363,0.76953125
"1315",1364,0.78125
"1316",1365,0.78968253968254
"1317",1366,0.786290322580645
"1318",1367,0.782786885245902
"1319",1368,0.782786885245902
"1320",1369,0.786290322580645
"1321",1370,0.78968253968254
"1322",1371,0.797619047619048
"1323",1372,0.797619047619048
"1324",1373,0.797619047619048
"1325",1374,0.797619047619048
"1326",1375,0.805555555555555
"1327",1376,0.80241935483871
"1328",1377,0.80241935483871
"1329",1378,0.805555555555555
"1330",1379,0.80859375
"1331",1380,0.82421875
"1332",1381,0.82421875
"1333",1382,0.821428571428571
"1334",1383,0.821428571428571
"1335",1384,0.829365079365079
"1336",1385,0.845238095238095
"1337",1386,0.833333333333333
"1338",1387,0.833333333333333
"1339",1388,0.828125
"1340",1389,0.828125
"1341",1390,0.8203125
"1342",1391,0.8203125
"1343",1392,0.8203125
"1344",1393,0.8125
"1345",1394,0.8203125
"1346",1395,0.825396825396825
"1347",1396,0.825396825396825
"1348",1397,0.825396825396825
"1349",1398,0.833333333333333
"1350",1399,0.8359375
"1351",1400,0.83203125
"1352",1401,0.829365079365079
"1353",1402,0.83203125
"1354",1403,0.845238095238095
"1355",1404,0.853174603174603
"1356",1405,0.853174603174603
"1357",1406,0.853174603174603
"1358",1407,0.850806451612903
"1359",1408,0.838709677419355
"1360",1409,0.826612903225806
"1361",1410,0.826612903225806
"1362",1411,0.823412698412698
"1363",1412,0.826171875
"1364",1413,0.839285714285714
"1365",1414,0.847222222222222
"1366",1415,0.853225806451613
"1367",1416,0.864754098360656
"1368",1417,0.884074941451991
"1369",1418,0.905737704918033
"1370",1419,0.91547619047619
"1371",1420,0.90983606557377
"1372",1421,0.911290322580645
"1373",1422,0.911290322580645
"1374",1423,0.908730158730159
"1375",1424,0.907258064516129
"1376",1425,0.920506912442396
"1377",1426,0.926075268817204
"1378",1427,0.951612903225806
"1379",1428,0.951612903225806
"1380",1429,0.952380952380952
"1381",1430,0.961904761904762
"1382",1431,0.961904761904762
"1383",1432,0.961904761904762
"1384",1433,0.961290322580645
"1385",1434,0.970491803278689
"1386",1435,0.970967741935484
"1387",1436,0.975409836065574
"1388",1437,0.975409836065574
"1389",1438,0.978922716627635
"1390",1439,0.978571428571428
"1391",1440,0.978571428571428
"1392",1441,0.969047619047619
"1393",1442,0.972457627118644
"1394",1443,0.972457627118644
"1395",1444,0.972457627118644
"1396",1445,0.972457627118644
"1397",1446,0.972457627118644
"1398",1447,0.972916666666667
"1399",1448,0.971311475409836
"1400",1449,0.971311475409836
"1401",1450,0.974499089253188
"1402",1451,0.974074074074074
"1403",1452,0.962962962962963
"1404",1453,0.966666666666667
"1405",1454,0.96969696969697
"1406",1455,0.969183359013868
"1407",1456,0.971264367816092
"1408",1457,0.971264367816092
"1409",1458,0.971264367816092
"1410",1459,0.971264367816092
"1411",1460,0.971264367816092
"1412",1461,0.970760233918129
"1413",1462,0.970760233918129
"1414",1463,0.970760233918129
"1415",1464,0.970760233918129
"1416",1465,0.971264367816092
"1417",1466,0.971264367816092
"1418",1467,0.971751412429379
"1419",1468,0.971751412429379
"1420",1469,0.964689265536723
"1421",1470,0.964080459770115
"1422",1471,0.964080459770115
"1423",1472,0.964080459770115
"1424",1473,0.964689265536723
"1425",1474,0.964689265536723
"1426",1475,0.963276836158192
"1427",1476,0.963888888888889
"1428",1477,0.963888888888889
"1429",1478,0.963888888888889
"1430",1479,0.9625
"1431",1480,0.958333333333333
"1432",1481,0.958333333333333
"1433",1482,0.958333333333333
"1434",1483,0.958333333333333
"1435",1484,0.952777777777778
"1436",1485,0.947222222222222
"1437",1486,0.951388888888889
"1438",1487,0.951388888888889
"1439",1488,0.950564971751412
"1440",1489,0.949152542372881
"1441",1490,0.943502824858757
"1442",1491,0.943502824858757
"1443",1492,0.943502824858757
"1444",1493,0.942528735632184
"1445",1494,0.942528735632184
"1446",1495,0.943502824858757
"1447",1496,0.943502824858757
"1448",1497,0.943502824858757
"1449",1498,0.943502824858757
"1450",1499,0.943502824858757
"1451",1500,0.943965517241379
"1452",1501,0.944915254237288
"1453",1502,0.943965517241379
"1454",1503,0.943965517241379
"1455",1504,0.943965517241379
"1456",1505,0.942528735632184
"1457",1506,0.942528735632184
"1458",1507,0.940677966101695
"1459",1508,0.941091954022989
"1460",1509,0.944444444444445
"1461",1510,0.943452380952381
"1462",1511,0.942424242424242
"1463",1512,0.940909090909091
"1464",1513,0.940909090909091
"1465",1514,0.939814814814815
"1466",1515,0.95959595959596
"1467",1516,0.969090909090909
"1468",1517,0.977777777777778
"1469",1518,0.978174603174603
"1470",1519,0.993421052631579
"1471",1520,0.993421052631579
"1472",1521,0.993421052631579
"1473",1522,0.993534482758621
"1474",1523,0.993534482758621
"1475",1524,0.993534482758621
"1476",1525,0.995157384987893
"1477",1526,0.995238095238095
"1478",1527,0.995238095238095
"1479",1528,0.995316159250585
"1480",1529,0.995238095238095
"1481",1530,0.995157384987893
"1482",1531,0.995157384987893
"1483",1532,0.995157384987893
"1484",1533,0.995157384987893
"1485",1534,0.995238095238095
"1486",1535,0.995157384987893
"1487",1536,0.994444444444444
"1488",1537,0.994535519125683
"1489",1538,0.993548387096774
"1490",1539,0.993650793650794
"1491",1540,0.993650793650794
"1492",1541,0.993650793650794
"1493",1542,0.992063492063492
"1494",1543,0.9921875
"1495",1544,0.992307692307692
"1496",1545,0.9921875
"1497",1546,0.992307692307692
"1498",1547,0.992307692307692
"1499",1548,0.992307692307692
"1500",1549,0.992307692307692
"1501",1550,1
"1502",1551,1
"1503",1552,1
"1504",1553,1
"1505",1554,1
"1506",1555,1
"1507",1556,NA
"1508",1557,NA
"1509",1558,NA
"1510",1559,NA
"1511",1560,NA
"1512",1561,NA
"1513",1562,NA
"1514",1563,NA
"1515",1564,NA
"1516",1565,NA
"1517",1566,NA
"1518",1567,NA
"1519",1568,NA
"1520",1569,NA
"1521",1570,NA
"1522",1571,NA
"1523",1572,NA
"1524",1573,NA
"1525",1574,NA
"1526",1575,NA
"1527",1576,NA
"1528",1577,NA
"1529",1578,NA
"1530",1579,NA
"1531",1580,NA
"1532",1581,NA
"1533",1582,NA
"1534",1583,NA
"1535",1584,NA
"1536",1585,NA
"1537",1586,NA
"1538",1587,NA
"1539",1588,NA
"1540",1589,NA
"1541",1590,NA
"1542",1591,NA
"1543",1592,NA
"1544",1593,NA
"1545",1594,NA
"1546",1595,NA
"1547",1596,NA
"1548",1597,NA
"1549",1598,NA
"1550",1599,NA
"1551",1600,NA
"1552",1601,NA
"1553",1602,NA
"1554",1603,NA
"1555",1604,NA
"1556",1605,NA
"1557",1606,NA
"1558",1607,NA
"1559",1608,NA
"1560",1609,NA
"1561",1610,NA
"1562",1611,NA
"1563",1612,NA
"1564",1613,NA
"1565",1614,NA
"1566",1615,NA
"1567",1616,NA
"1568",1617,NA
"1569",1618,NA
"1570",1619,NA
"1571",1620,NA
"1572",1621,NA
"1573",1622,NA
"1574",1623,NA
"1575",1624,NA
"1576",1625,NA
"1577",1626,NA
"1578",1627,NA
"1579",1628,NA
"1580",1629,NA
"1581",1630,NA
"1582",1631,NA
"1583",1632,NA
"1584",1633,NA
"1585",1634,NA
"1586",1635,NA
"1587",1636,NA
"1588",1637,NA
"1589",1638,NA
"1590",1639,NA
"1591",1640,NA
"1592",1641,NA
"1593",1642,NA
"1594",1643,NA
"1595",1644,NA
"1596",1645,NA
"1597",1646,NA
"1598",1647,NA
"1599",1648,NA
"1600",1649,NA
"1601",1650,NA
"1602",1651,NA
"1603",1652,NA
"1604",1653,NA
"1605",1654,NA
"1606",1655,NA
"1607",1656,NA
"1608",1657,NA
"1609",1658,NA
"1610",1659,NA
"1611",1660,NA
"1612",1661,NA
"1613",1662,NA
"1614",1663,NA
"1615",1664,NA
"1616",1665,NA
"1617",1666,NA
"1618",1667,NA
"1619",1668,NA
"1620",1669,NA
"1621",1670,NA
"1622",1671,NA
"1623",1672,NA
"1624",1673,NA
"1625",1674,NA
"1626",1675,NA
"1627",1676,NA
"1628",1677,NA
"1629",1678,NA
"1630",1679,NA
"1631",1680,NA
"1632",1681,NA
"1633",1682,NA
"1634",1683,NA
"1635",1684,NA
"1636",1685,NA
"1637",1686,NA
"1638",1687,NA
"1639",1688,NA
"1640",1689,NA
"1641",1690,NA
"1642",1691,NA
"1643",1692,NA
"1644",1693,NA
"1645",1694,NA
"1646",1695,NA
"1647",1696,NA
"1648",1697,NA
"1649",1698,NA
"1650",1699,NA
"1651",1700,NA
"1652",1701,NA
"1653",1702,NA
"1654",1703,NA
"1655",1704,NA
"1656",1705,NA
"1657",1706,NA
"1658",1707,NA
"1659",1708,NA
"1660",1709,NA
"1661",1710,NA
"1662",1711,NA
"1663",1712,NA
"1664",1713,NA
"1665",1714,NA
"1666",1715,NA
"1667",1716,NA
"1668",1717,NA
"1669",1718,NA
"1670",1719,NA
"1671",1720,NA
"1672",1721,NA
"1673",1722,NA
"1674",1723,NA
"1675",1724,NA
"1676",1725,NA
"1677",1726,NA
"1678",1727,NA
"1679",1728,NA
"1680",1729,NA
"1681",1730,NA
"1682",1731,NA
"1683",1732,NA
"1684",1733,NA
"1685",1734,NA
"1686",1735,NA
"1687",1736,NA
"1688",1737,NA
"1689",1738,NA
"1690",1739,NA
"1691",1740,NA
"1692",1741,NA
"1693",1742,NA
"1694",1743,NA
"1695",1744,NA
"1696",1745,NA
"1697",1746,NA
"1698",1747,NA
"1699",1748,NA
"1700",1749,NA
"1701",1750,NA
"1702",1751,NA
"1703",1752,NA
"1704",1753,NA
"1705",1754,NA
"1706",1755,NA
"1707",1756,NA
"1708",1757,NA
"1709",1758,NA
"1710",1759,NA
"1711",1760,NA
"1712",1761,NA
"1713",1762,NA
